employee_id,department,job_role,work_mode,marital_status,age,monthly_income,years_at_company,distance_from_home_km,num_projects,overtime_hours_per_month,satisfaction_survey_score,last_promotion_years_ago,manager_id,badge_color,desk_floor,parking_spot_assigned,attrition
900544,Engineering,Lead,Hybrid,Divorced,27,96418.85,17,3.31,9,17,4,9,44,3,2,1,0
900545,Sales,Mid,Onsite,Single,30,117550.3,20,10.83,3,11,2,4,14,1,7,0,0
900546,Support,Senior,Remote,Single,36,54218.37,12,12.72,10,15,2,1,32,4,2,0,1
900547,Support,Mid,Remote,Married,37,102943.22,17,6.04,8,15,1,0,44,1,7,1,0
900548,Support,Lead,Hybrid,Married,42,47930.98,8,7.32,8,17,1,9,31,4,7,0,0
900549,Marketing,Junior,Remote,Married,56,84639.37,15,1.65,5,17,4,3,34,4,3,0,0
900550,Engineering,Senior,Onsite,Married,28,18001.49,0,5.08,4,15,2,7,11,3,1,0,1
900551,HR,Junior,Remote,Divorced,39,18000.0,12,1.0,10,12,3,3,30,3,5,1,0
900552,Marketing,Mid,Hybrid,Married,58,90306.03,24,4.88,5,16,5,1,14,5,9,1,1
900553,Marketing,Junior,Hybrid,Married,33,62686.81,24,19.65,5,24,3,2,26,4,5,1,1
900554,Marketing,Mid,Onsite,Married,56,73208.55,4,16.26,2,20,3,1,29,4,8,1,1
900555,Support,Junior,Onsite,Divorced,34,93695.06,16,2.95,8,20,2,2,11,2,7,0,1
900556,HR,Junior,Onsite,Single,33,59960.6,12,15.28,4,14,3,0,6,2,3,1,0
900557,Support,Senior,Hybrid,Married,24,95967.88,0,9.39,5,20,4,2,29,3,1,1,0
900558,Marketing,Mid,Onsite,Single,33,85889.71,2,15.8,6,17,4,2,22,5,2,0,0
900559,Marketing,Mid,Onsite,Single,48,60147.72,15,3.91,1,15,3,6,15,2,2,0,0
900560,Engineering,Mid,Onsite,Married,59,66722.3,21,3.34,8,22,1,2,30,3,7,0,0
900561,Engineering,Mid,Hybrid,Married,24,69009.1,5,17.39,5,11,2,8,3,4,5,0,0
900562,HR,Senior,Remote,Divorced,46,39702.88,6,2.99,9,13,2,8,26,1,3,1,0
900563,Marketing,Junior,Onsite,Single,28,64063.48,11,47.19,8,15,3,8,7,5,7,0,1
900564,Support,Junior,Onsite,Married,31,46641.11,10,22.34,4,9,3,2,29,1,9,0,1
900565,HR,Junior,Hybrid,Married,31,89050.77,7,1.0,2,20,5,5,5,2,9,1,1
900566,Engineering,Mid,Hybrid,Married,33,54038.21,9,4.55,7,10,5,3,24,4,3,0,0
900567,Support,Junior,Onsite,Single,41,114712.8,7,3.02,8,14,2,8,18,2,9,1,1
900568,HR,Senior,Onsite,Married,56,24497.28,16,12.63,3,18,3,7,16,2,1,1,1
900569,Support,Mid,Onsite,Married,47,65242.34,15,3.5,9,16,4,6,44,4,3,0,0
900570,HR,Junior,Hybrid,Divorced,53,74177.63,16,1.42,4,9,1,2,38,2,4,0,1
900571,Support,Lead,Remote,Married,32,51767.98,2,9.07,11,16,3,1,21,1,7,1,1
900572,Sales,Mid,Hybrid,Married,26,75927.72,8,7.95,4,14,4,5,10,4,2,0,0
900573,Engineering,Mid,Hybrid,Married,59,57203.04,22,1.99,10,17,5,0,40,1,8,0,0
900574,Sales,Senior,Hybrid,Single,35,62014.89,20,3.41,8,15,5,2,41,2,6,1,0
900575,Engineering,Mid,Onsite,Single,28,29970.09,22,44.53,10,13,5,0,6,2,3,1,0
900576,Engineering,Lead,Hybrid,Single,38,49651.74,0,1.0,4,11,2,8,9,4,4,1,0
900577,Engineering,Junior,Onsite,Single,51,32809.07,16,1.52,6,19,5,9,36,4,5,0,0
900578,Engineering,Mid,Onsite,Married,35,66051.4,7,13.18,7,19,5,7,29,4,5,1,0
900579,Support,Mid,Onsite,Married,22,111027.8,23,1.2,4,7,1,8,1,2,3,0,0
900580,Support,Junior,Hybrid,Single,32,49267.63,9,8.79,9,18,4,2,19,1,1,0,1
900581,Support,Lead,Hybrid,Single,42,18000.0,11,6.37,6,14,5,6,34,3,4,0,0
900582,Engineering,Senior,Remote,Divorced,37,93999.72,15,17.73,9,20,1,5,44,3,9,0,0
900583,HR,Junior,Hybrid,Married,30,63326.6,8,17.2,6,15,2,7,9,2,3,1,0
900584,Sales,Lead,Onsite,Single,39,38005.81,23,1.06,9,8,4,3,32,4,6,0,1
900585,Marketing,Junior,Hybrid,Married,33,72660.82,11,6.46,11,17,1,0,6,4,7,1,0
900586,Support,Mid,Onsite,Single,23,94292.91,24,1.93,6,11,4,8,28,1,1,0,0
900587,Sales,Senior,Onsite,Divorced,57,79923.29,9,1.28,8,11,4,1,22,2,1,1,0
900588,Sales,Mid,Hybrid,Single,53,34072.95,23,1.45,3,18,1,2,4,4,8,1,1
900589,Marketing,Mid,Onsite,Married,37,34384.25,15,4.18,8,20,3,9,10,1,1,1,0
900590,Sales,Mid,Onsite,Divorced,59,53101.62,12,3.81,11,15,5,9,36,3,7,0,0
900591,Marketing,Mid,Onsite,Married,24,32586.95,3,10.87,10,16,5,0,21,4,2,1,0
900592,Sales,Junior,Remote,Single,35,71824.48,7,7.35,7,15,4,4,29,3,6,0,0
900593,Engineering,Senior,Hybrid,Single,30,68903.38,6,6.66,6,16,2,4,37,1,9,0,0
900594,Support,Mid,Hybrid,Married,55,90304.1,22,22.77,5,13,4,7,20,5,2,1,0
900595,Sales,Senior,Onsite,Single,44,100018.06,11,1.0,4,11,4,3,34,2,7,1,0
900596,Marketing,Junior,Onsite,Married,54,71294.98,3,1.0,10,21,5,5,28,1,7,0,0
900597,Engineering,Mid,Hybrid,Single,27,56639.62,6,2.05,10,16,5,0,21,4,5,1,0
900598,Sales,Junior,Hybrid,Married,49,61920.84,9,48.43,10,14,5,6,23,2,8,0,0
900599,Support,Senior,Hybrid,Married,53,47235.7,3,30.02,2,22,4,2,14,4,9,1,0
900600,Engineering,Mid,Hybrid,Single,41,90099.77,24,17.18,11,15,4,0,32,1,3,0,0
900601,Engineering,Mid,Hybrid,Married,36,51040.01,5,17.24,2,17,5,7,43,4,1,1,0
900602,Engineering,Senior,Hybrid,Married,23,93294.33,1,19.34,3,18,3,1,19,3,8,1,0
900603,Engineering,Senior,Remote,Single,47,46899.61,2,1.0,4,14,3,6,33,2,9,1,0
900604,HR,Junior,Onsite,Married,38,69704.68,11,1.31,7,11,5,9,7,3,4,1,1
900605,Engineering,Mid,Onsite,Divorced,25,66224.77,5,28.18,8,18,3,2,35,3,3,1,0
900606,HR,Junior,Hybrid,Single,43,89667.43,22,1.0,3,18,5,6,25,3,3,1,0
900607,Engineering,Lead,Hybrid,Single,28,23222.24,13,3.36,4,23,2,9,12,3,7,1,1
900608,HR,Lead,Onsite,Single,57,54706.78,11,10.63,1,12,3,8,39,2,1,1,0
900609,Sales,Junior,Hybrid,Married,26,95433.01,0,9.55,11,14,1,1,30,1,3,0,0
900610,Marketing,Mid,Remote,Married,25,18000.0,11,8.63,6,15,2,5,11,5,2,1,1
900611,Support,Junior,Hybrid,Married,46,35886.52,0,11.63,9,9,3,8,41,1,5,1,0
900612,Engineering,Senior,Onsite,Single,42,38773.78,23,16.87,1,16,3,6,33,4,7,1,0
900613,Support,Junior,Hybrid,Married,34,74842.46,3,3.64,10,15,4,4,15,5,1,0,1
900614,Marketing,Mid,Onsite,Married,58,73105.34,4,1.9,10,13,1,6,3,3,2,0,0
900615,HR,Junior,Hybrid,Single,23,66045.79,7,3.87,3,21,2,1,23,5,9,0,0
900616,Engineering,Senior,Onsite,Married,37,18000.0,21,22.49,11,15,4,7,14,1,1,1,0
900617,Sales,Junior,Onsite,Single,27,57553.84,15,1.0,3,19,1,3,38,3,6,1,1
900618,Support,Mid,Onsite,Single,55,45998.05,18,2.7,11,19,4,4,35,2,5,0,0
900619,Marketing,Senior,Onsite,Single,52,52492.95,10,1.71,6,12,2,1,37,2,8,0,0
900620,Sales,Junior,Hybrid,Single,30,63217.81,13,7.8,7,12,4,6,10,5,7,1,1
900621,Engineering,Senior,Hybrid,Single,41,88454.27,5,2.14,10,15,1,6,35,5,8,0,0
900622,Marketing,Junior,Hybrid,Married,44,49940.05,22,9.86,11,25,1,8,37,3,3,0,0
900623,Engineering,Senior,Onsite,Married,44,101052.93,13,8.71,11,13,5,8,6,1,5,1,0
900624,Support,Mid,Onsite,Married,25,69863.9,9,4.63,5,10,3,8,9,4,7,0,0
900625,Engineering,Senior,Hybrid,Married,36,63104.87,22,19.6,5,10,5,6,2,3,2,0,0
900626,Sales,Junior,Onsite,Married,33,43187.04,21,13.95,4,16,1,8,28,2,7,1,1
900627,Support,Lead,Hybrid,Single,28,84932.58,5,33.6,9,21,1,0,6,3,7,0,0
900628,Engineering,Mid,Hybrid,Married,29,77079.2,0,8.79,11,12,3,5,44,4,1,0,0
900629,Engineering,Mid,Hybrid,Single,54,60692.88,16,10.89,3,20,5,3,19,1,2,1,0
900630,HR,Senior,Onsite,Divorced,53,73070.11,12,6.55,11,16,2,8,35,5,5,1,0
900631,Support,Senior,Onsite,Divorced,21,116097.25,4,1.71,3,13,4,6,26,1,8,0,0
900632,Marketing,Junior,Onsite,Married,37,64464.25,23,14.4,8,8,4,7,27,5,1,1,1
900633,Sales,Mid,Remote,Married,40,88227.09,7,1.0,8,12,5,7,1,4,4,0,0
900634,Engineering,Junior,Remote,Single,52,83395.7,3,8.6,6,15,3,0,23,4,7,1,1
900635,HR,Junior,Remote,Single,43,18000.0,7,13.69,11,17,2,9,6,1,6,1,1
900636,Engineering,Junior,Remote,Divorced,31,52161.72,9,11.96,5,12,1,8,31,5,2,0,0
900637,Support,Lead,Hybrid,Single,48,18000.0,12,1.46,10,12,4,7,7,3,3,0,1
900638,Support,Mid,Hybrid,Married,26,63184.82,8,1.59,6,14,3,5,26,1,7,1,0
900639,Sales,Senior,Onsite,Married,48,58129.4,17,17.28,1,13,3,0,22,2,1,1,0
900640,Support,Junior,Onsite,Single,37,87173.77,13,7.04,7,14,2,7,17,4,6,1,0
900641,Support,Mid,Hybrid,Single,38,51420.35,19,9.6,10,14,4,6,15,4,1,0,0
900642,Support,Mid,Onsite,Single,55,101517.58,19,15.11,3,25,5,0,43,2,9,1,0
900643,Engineering,Senior,Hybrid,Single,42,80225.83,14,1.2,10,13,1,8,35,4,1,0,1
900644,Sales,Senior,Onsite,Single,54,48736.01,23,15.66,2,17,2,9,29,1,8,1,1
900645,Marketing,Junior,Onsite,Single,42,32013.78,0,44.38,7,16,1,6,29,2,6,0,1
900646,Marketing,Senior,Onsite,Married,49,84054.28,12,7.55,4,13,1,9,8,2,5,1,0
900647,Engineering,Senior,Onsite,Single,30,71368.63,1,14.83,11,11,3,7,37,2,5,1,0
900648,Engineering,Junior,Onsite,Single,56,69723.01,13,8.12,6,19,5,4,3,4,7,0,0
900649,Sales,Senior,Onsite,Married,53,18000.0,0,3.88,6,18,2,9,35,2,6,0,1
900650,Marketing,Lead,Hybrid,Single,38,70534.06,8,4.72,5,19,5,8,43,2,6,0,0
900651,Sales,Senior,Remote,Married,22,76121.88,10,1.17,3,18,1,3,37,2,5,1,1
900652,Sales,Senior,Hybrid,Single,46,54061.91,19,7.37,10,7,3,6,14,3,1,0,0
900653,HR,Lead,Hybrid,Single,54,118783.11,9,5.11,4,16,4,9,18,2,8,0,0
900654,Sales,Senior,Remote,Married,33,53937.86,21,3.14,3,16,3,0,40,1,2,1,0
900655,Sales,Junior,Onsite,Married,36,108921.4,22,15.95,11,22,4,8,23,2,3,1,0
900656,Sales,Mid,Onsite,Married,57,56840.79,12,6.6,10,18,1,5,33,5,3,0,1
900657,Sales,Mid,Remote,Married,40,71825.52,18,1.3,3,8,3,2,36,3,6,0,0
900658,Engineering,Junior,Onsite,Married,29,61064.48,9,38.33,9,15,4,4,14,3,3,0,0
900659,Engineering,Junior,Onsite,Married,59,59084.87,7,10.83,9,24,3,2,41,5,6,1,1
900660,Support,Mid,Remote,Married,33,72886.17,16,1.64,4,13,5,5,33,2,4,1,0
900661,Marketing,Senior,Hybrid,Married,59,60693.7,8,13.74,11,20,5,4,43,5,8,0,1
900662,Engineering,Senior,Onsite,Married,56,82491.28,23,2.99,6,11,5,8,12,5,8,0,0
900663,Engineering,Junior,Onsite,Divorced,29,53736.09,10,3.96,1,18,4,7,21,4,8,1,1
900664,Support,Mid,Hybrid,Married,31,86666.14,7,11.42,3,11,5,6,26,1,6,1,0
900665,Sales,Junior,Hybrid,Divorced,40,83156.01,14,7.65,8,13,4,1,19,4,6,1,0
900666,Engineering,Senior,Onsite,Married,58,94991.31,21,3.94,4,10,1,7,36,2,3,1,0
900667,HR,Junior,Remote,Single,50,40671.56,11,1.0,1,17,3,3,34,2,4,0,0
900668,HR,Senior,Hybrid,Single,39,48338.13,23,20.64,9,13,4,0,23,2,7,1,0
900669,Engineering,Junior,Hybrid,Married,45,80671.4,3,9.8,5,15,4,8,12,2,8,1,1
900670,Sales,Senior,Onsite,Divorced,24,63728.03,8,10.1,11,15,2,6,19,4,8,0,1
900671,Engineering,Junior,Onsite,Married,27,52840.73,10,16.58,3,18,1,1,11,4,2,0,0
900672,Sales,Mid,Onsite,Divorced,45,36897.99,21,10.03,2,13,2,1,24,2,4,0,0
900673,Engineering,Lead,Onsite,Single,33,41941.93,20,13.39,5,15,3,8,9,4,3,0,0
900674,Sales,Senior,Onsite,Divorced,21,77269.53,5,1.22,3,12,2,6,26,2,6,1,1
900675,Engineering,Lead,Onsite,Single,21,64842.29,12,17.17,8,14,3,5,9,1,2,1,1
900676,Support,Junior,Hybrid,Single,58,76676.58,12,7.84,9,20,1,2,16,1,4,0,0
900677,Sales,Lead,Onsite,Single,38,56373.15,11,12.3,1,15,2,0,6,2,1,1,1
900678,Support,Mid,Hybrid,Single,56,93055.78,15,4.21,5,15,4,0,17,5,7,1,1
900679,Engineering,Junior,Hybrid,Single,29,75237.85,2,8.05,6,16,4,2,14,4,5,0,0
900680,Engineering,Junior,Hybrid,Married,29,102468.9,6,2.54,8,11,5,1,8,5,1,1,1
900681,HR,Junior,Onsite,Married,25,29004.49,24,21.94,1,26,5,6,13,5,3,0,1
900682,Sales,Senior,Onsite,Single,25,78298.02,16,3.3,7,11,5,0,4,5,1,0,0
900683,Marketing,Junior,Onsite,Single,43,58682.86,5,3.8,2,20,1,7,14,3,1,1,1
900684,Engineering,Lead,Remote,Divorced,57,65313.91,24,24.48,1,19,5,5,41,3,4,0,0
900685,Marketing,Junior,Hybrid,Married,54,66337.61,12,13.87,10,7,2,6,14,3,2,0,1
900686,Engineering,Mid,Hybrid,Married,55,87395.2,1,4.66,11,11,3,9,38,2,1,1,0
900687,Engineering,Mid,Remote,Married,42,71122.64,13,5.86,5,12,5,9,24,5,1,1,0
900688,HR,Lead,Hybrid,Single,54,21136.38,6,1.0,4,12,2,6,1,2,9,1,0
900689,Sales,Mid,Remote,Married,41,80546.87,9,1.77,2,14,1,7,12,2,5,0,0
900690,Sales,Senior,Remote,Married,55,51871.78,10,17.41,9,14,4,2,37,5,4,1,0
900691,Marketing,Mid,Onsite,Married,40,43994.52,14,32.99,11,12,3,9,19,1,8,0,1
900692,Engineering,Junior,Hybrid,Married,59,33468.33,10,9.65,6,17,1,2,33,5,9,0,0
900693,Support,Mid,Hybrid,Single,57,68429.49,19,2.98,4,22,3,4,9,1,9,0,0
900694,Engineering,Junior,Hybrid,Single,38,33845.41,24,1.78,1,19,3,9,8,3,3,1,1
900695,Sales,Lead,Remote,Divorced,24,39350.29,21,18.12,11,18,5,4,20,1,9,1,0
900696,Engineering,Senior,Onsite,Divorced,21,18000.0,6,10.71,9,15,3,3,8,4,2,1,0
900697,Engineering,Junior,Remote,Married,57,68761.53,4,8.99,3,18,5,8,33,4,7,0,1
900698,Support,Mid,Onsite,Single,51,68951.93,20,1.0,2,18,5,1,24,2,6,1,0
900699,HR,Junior,Hybrid,Married,44,62160.72,20,5.38,3,10,5,6,4,1,7,1,0
900700,Sales,Mid,Remote,Married,31,94544.51,23,5.98,11,9,4,3,5,5,1,1,1
900701,Support,Junior,Onsite,Divorced,39,18000.0,16,5.35,5,17,5,5,40,1,5,0,0
900702,Support,Junior,Remote,Single,58,70791.14,23,10.86,2,12,1,8,2,3,8,1,1
900703,Support,Senior,Onsite,Single,47,61021.75,5,15.12,5,12,3,6,38,4,9,1,0
900704,Support,Senior,Hybrid,Divorced,41,64340.86,4,4.71,9,21,1,8,35,1,4,0,1
900705,Engineering,Junior,Remote,Married,26,61741.81,13,4.48,11,15,4,1,13,3,6,0,0
900706,HR,Mid,Remote,Single,27,78494.94,8,8.64,2,18,3,1,23,2,2,0,0
900707,Marketing,Senior,Onsite,Single,48,102000.93,4,2.0,8,11,4,2,9,2,4,0,0
900708,Engineering,Lead,Hybrid,Married,21,57842.23,10,4.26,3,16,5,6,4,3,6,1,0
900709,Engineering,Junior,Onsite,Single,53,49547.88,0,4.67,5,14,1,4,24,3,7,0,0
900710,Engineering,Senior,Hybrid,Married,45,117189.22,8,26.48,5,23,2,5,40,2,9,1,0
900711,Sales,Mid,Onsite,Married,56,60391.5,5,23.65,11,16,3,7,30,5,7,1,0
900712,Sales,Junior,Hybrid,Married,48,45969.51,5,8.51,4,7,5,3,32,4,4,0,1
900713,Engineering,Junior,Hybrid,Married,41,23015.77,1,2.41,1,12,5,4,29,4,8,1,1
900714,Support,Junior,Remote,Single,22,103930.01,15,22.22,1,15,1,5,40,4,7,1,0
900715,Sales,Junior,Hybrid,Single,26,106593.64,9,4.18,1,18,3,3,15,4,4,0,1
900716,Engineering,Mid,Remote,Single,46,65434.01,1,2.5,7,16,3,8,39,4,2,0,0
900717,Sales,Junior,Onsite,Single,52,107217.73,20,3.71,11,13,1,5,44,4,7,1,1
900718,Engineering,Senior,Hybrid,Single,23,117190.58,22,1.69,4,17,2,2,39,1,2,0,0
900719,Sales,Junior,Hybrid,Single,52,73794.69,23,9.09,10,18,5,6,31,3,2,1,0
900720,Engineering,Senior,Onsite,Married,53,24370.74,21,2.12,9,17,5,4,35,1,6,1,0
900721,Sales,Mid,Hybrid,Single,55,104643.72,11,5.24,8,13,3,8,27,5,1,1,0
900722,Engineering,Mid,Hybrid,Married,56,76807.13,7,7.94,3,15,4,9,15,2,3,0,0
900723,Engineering,Junior,Hybrid,Single,26,40419.7,9,13.6,4,19,3,3,12,5,6,1,0
900724,HR,Junior,Hybrid,Married,59,42962.54,5,1.0,5,24,1,9,20,2,3,0,1
900725,Support,Mid,Hybrid,Single,40,64092.64,22,2.6,6,13,5,3,16,5,5,1,0
900726,Engineering,Mid,Hybrid,Married,29,43253.94,8,14.42,9,15,3,4,16,1,4,1,0
900727,Engineering,Junior,Onsite,Married,50,29537.05,2,1.92,4,18,5,0,33,2,5,0,0
900728,Sales,Mid,Onsite,Married,56,38699.52,4,16.18,1,12,5,8,40,2,2,0,1
900729,Marketing,Junior,Onsite,Married,31,58699.54,17,4.67,6,20,2,2,17,4,3,1,0
900730,Engineering,Mid,Hybrid,Single,47,97202.09,10,2.65,1,18,4,8,13,1,2,1,1
900731,Engineering,Senior,Hybrid,Married,46,41406.74,1,3.27,4,10,3,2,28,3,4,1,0
900732,Marketing,Junior,Remote,Married,52,47396.83,23,8.09,7,17,5,7,20,1,2,1,0
900733,Sales,Lead,Hybrid,Married,38,44726.25,21,4.4,4,12,5,9,5,2,7,0,1
900734,Support,Junior,Hybrid,Married,48,38685.6,15,6.59,6,11,5,1,40,1,6,0,1
900735,HR,Lead,Hybrid,Married,51,57276.49,23,4.51,9,11,4,4,12,2,8,0,0
900736,Sales,Mid,Hybrid,Single,55,67538.43,23,2.73,11,17,4,6,24,2,5,0,0
900737,HR,Mid,Hybrid,Married,46,36883.74,24,35.12,11,23,4,9,33,3,2,1,0
900738,Sales,Mid,Hybrid,Single,34,101375.89,14,18.89,9,12,2,1,12,4,8,0,0
900739,HR,Junior,Hybrid,Single,38,29302.02,10,5.79,3,14,5,0,43,4,5,0,1
900740,Support,Mid,Hybrid,Single,30,70697.26,4,4.81,8,15,4,9,13,5,2,0,1
900741,Support,Senior,Onsite,Single,47,71102.51,21,10.0,8,16,5,8,40,1,9,1,1
900742,Engineering,Junior,Hybrid,Married,47,83788.08,13,12.86,10,7,3,2,9,1,7,1,0
900743,Support,Mid,Hybrid,Single,30,46125.22,16,1.59,7,18,2,4,31,5,3,1,0
900744,Engineering,Senior,Onsite,Divorced,28,90575.39,11,5.11,6,14,2,4,3,4,5,1,0
900745,HR,Senior,Hybrid,Married,30,49742.2,14,2.18,7,12,4,5,20,1,8,0,0
900746,Support,Senior,Onsite,Divorced,55,26394.24,1,1.0,3,18,2,4,6,5,3,0,0
900747,Support,Junior,Onsite,Married,56,39222.37,11,5.96,4,16,4,9,34,5,8,1,0
900748,Sales,Mid,Onsite,Married,28,46538.63,3,14.15,6,18,3,2,12,3,8,0,0
900749,Engineering,Mid,Onsite,Married,58,53880.37,15,3.79,5,12,3,3,24,1,3,0,0
900750,Support,Junior,Onsite,Divorced,51,93829.02,17,1.39,6,18,5,5,29,3,6,1,1
900751,Marketing,Lead,Hybrid,Single,55,99316.98,9,3.24,10,15,4,8,18,3,3,0,0
900752,Engineering,Junior,Hybrid,Single,25,86116.51,24,35.54,3,13,3,3,43,5,9,1,0
900753,Support,Junior,Onsite,Single,35,75976.25,20,9.46,2,13,2,1,17,2,2,1,1
900754,Marketing,Senior,Onsite,Single,53,30227.47,11,20.53,1,22,1,1,28,3,3,0,0
900755,Support,Junior,Hybrid,Single,39,108484.68,13,1.37,5,8,5,7,18,4,9,1,0
900756,Engineering,Senior,Onsite,Single,30,61442.26,9,11.19,8,12,4,3,25,1,4,1,0
900757,Marketing,Junior,Hybrid,Married,22,86607.47,23,14.46,2,17,1,9,21,2,1,1,1
900758,Engineering,Senior,Hybrid,Single,41,76796.41,9,3.84,2,9,1,4,41,2,6,1,0
900759,Engineering,Mid,Hybrid,Married,41,80320.01,18,3.32,10,16,5,1,16,3,9,1,0
900760,Engineering,Mid,Onsite,Single,28,65871.09,2,9.71,5,11,4,6,36,1,5,0,0
900761,Engineering,Mid,Onsite,Married,38,32266.3,11,1.89,3,14,3,3,1,4,2,1,0
900762,Sales,Senior,Hybrid,Married,59,38586.97,13,10.26,8,17,5,8,6,1,9,1,0
900763,HR,Junior,Onsite,Single,57,75762.96,6,3.51,1,17,2,6,34,1,3,1,0
900764,Sales,Junior,Onsite,Married,51,40142.38,19,14.48,4,13,1,9,27,5,7,0,0
900765,Support,Junior,Hybrid,Divorced,56,125596.58,18,3.74,8,22,2,2,12,4,9,0,1
900766,Marketing,Mid,Hybrid,Divorced,22,87747.43,16,2.59,11,17,3,1,31,5,9,1,0
900767,Engineering,Senior,Onsite,Married,39,65584.66,22,14.94,3,13,5,3,38,4,7,1,0
900768,Engineering,Junior,Remote,Single,41,80790.56,15,4.74,6,11,5,8,37,1,9,0,0
900769,Engineering,Junior,Remote,Single,43,75587.4,14,1.9,4,7,5,4,16,3,9,0,0
900770,Support,Lead,Hybrid,Married,26,26110.46,1,3.78,2,14,1,9,29,1,3,1,1
900771,Engineering,Lead,Onsite,Single,55,99917.83,5,3.61,5,10,3,3,39,1,8,1,0
900772,Engineering,Junior,Hybrid,Married,45,24877.55,21,15.08,8,16,2,2,44,2,9,1,1
900773,Engineering,Senior,Hybrid,Married,55,43999.91,15,7.36,9,12,3,3,20,4,6,0,0
900774,Marketing,Mid,Remote,Single,34,122389.37,12,10.86,6,16,3,7,28,5,3,0,0
900775,Sales,Senior,Onsite,Married,38,75540.91,13,10.2,4,13,1,2,17,5,9,0,1
900776,HR,Mid,Hybrid,Married,22,52213.82,12,1.0,3,13,3,7,42,2,5,0,0
900777,Sales,Junior,Hybrid,Married,37,81768.47,3,18.49,9,18,2,1,40,2,6,1,0
900778,Sales,Senior,Onsite,Married,40,68654.46,1,1.08,7,14,5,6,3,1,3,1,0
900779,Sales,Senior,Hybrid,Married,31,28227.16,11,1.77,7,9,4,1,32,1,7,0,0
900780,Support,Junior,Remote,Divorced,48,61590.9,18,2.44,11,19,4,9,33,1,7,1,0
900781,Sales,Mid,Hybrid,Married,48,128632.34,9,11.71,8,18,1,0,34,4,9,0,0
900782,HR,Junior,Hybrid,Married,55,84472.64,18,1.0,2,11,4,8,35,4,1,1,0
900783,Sales,Mid,Onsite,Married,23,85795.17,23,3.15,11,16,4,0,42,1,9,1,0
900784,Engineering,Mid,Remote,Single,29,92824.73,4,16.19,9,15,5,6,35,3,8,1,0
900785,Engineering,Junior,Onsite,Single,32,71437.06,23,7.14,4,19,1,3,15,1,7,1,0
900786,HR,Junior,Onsite,Married,37,71573.43,18,12.83,3,15,1,8,10,3,4,0,1
900787,Marketing,Junior,Hybrid,Single,24,52299.27,24,8.46,11,17,5,6,1,1,6,0,0
900788,Engineering,Junior,Onsite,Married,55,71795.26,15,1.0,7,12,4,9,37,2,4,0,0
900789,Support,Junior,Hybrid,Single,31,67224.14,2,1.0,3,17,1,1,11,5,2,1,1
900790,Support,Junior,Onsite,Married,30,29081.09,24,36.75,3,9,5,8,27,3,3,1,1
900791,Support,Junior,Hybrid,Single,37,74535.79,14,1.3,10,16,1,1,8,1,9,0,0
900792,Sales,Mid,Hybrid,Married,44,54296.56,16,4.32,10,13,1,4,2,2,8,0,0
900793,HR,Mid,Hybrid,Single,44,46283.02,20,9.64,4,13,5,2,23,4,1,1,0
900794,Sales,Junior,Remote,Single,39,84177.07,11,14.03,1,13,3,4,10,4,4,1,0
900795,Support,Senior,Hybrid,Married,53,77204.7,3,2.95,8,15,2,3,29,4,1,0,0
900796,Sales,Lead,Hybrid,Single,30,39949.46,19,30.34,3,15,2,4,8,3,4,0,0
900797,Support,Mid,Onsite,Single,45,30353.96,16,9.07,4,8,4,4,21,3,7,0,0
900798,Engineering,Mid,Remote,Single,42,35817.5,3,9.56,7,10,1,5,2,5,2,1,1
900799,Marketing,Senior,Hybrid,Married,38,85484.57,11,9.58,9,8,5,2,3,1,3,1,0
900800,Engineering,Junior,Hybrid,Married,51,18000.0,6,5.02,9,19,4,3,43,1,1,0,0
900801,Engineering,Senior,Onsite,Married,32,55283.5,21,4.02,5,10,3,0,8,2,9,1,1
900802,Engineering,Junior,Hybrid,Married,33,57288.22,7,1.8,8,16,4,6,42,3,3,1,0
900803,Marketing,Junior,Hybrid,Married,34,89128.13,7,1.0,7,12,4,8,9,4,4,0,0
900804,Sales,Junior,Onsite,Married,50,52121.78,3,15.66,11,13,2,8,27,3,7,1,1
900805,Engineering,Mid,Onsite,Married,48,101467.62,4,4.48,11,12,2,9,3,3,4,0,0
900806,Marketing,Senior,Onsite,Single,49,88070.23,22,23.54,6,15,4,7,1,3,2,1,0
900807,Support,Mid,Hybrid,Married,29,31920.12,17,1.0,10,19,4,9,20,2,1,0,1
900808,Sales,Junior,Onsite,Single,27,56478.12,16,1.0,9,15,1,4,22,4,5,0,1
900809,Engineering,Senior,Onsite,Single,25,82095.24,13,11.39,2,10,3,9,26,1,7,1,0
900810,HR,Senior,Hybrid,Married,59,65947.02,21,18.54,2,13,5,9,24,5,2,1,0
900811,Sales,Junior,Hybrid,Divorced,40,63117.11,23,16.21,5,13,4,6,10,2,6,0,1
900812,Engineering,Junior,Remote,Married,54,67263.68,16,32.39,2,6,2,9,3,1,9,0,0
900813,Support,Mid,Hybrid,Single,30,52612.59,8,5.17,5,16,3,0,35,5,2,1,1
900814,Support,Junior,Remote,Single,59,65825.58,23,2.13,4,12,5,4,13,2,4,0,0
900815,Support,Junior,Hybrid,Married,41,72212.08,18,1.66,10,11,3,9,31,2,9,1,0
900816,Engineering,Mid,Onsite,Single,28,41245.5,14,8.45,1,6,2,4,29,3,2,0,1
900817,Sales,Senior,Remote,Married,32,66393.34,8,10.01,5,20,1,9,18,5,3,0,1
